Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47727,example_ftest18,24|If,60,66,B10,True
47727,example_ftest18,24|IntegerSwitch,25,14,B3,True
47727,example_ftest18,24|If,24,10,B2,True
Summary:,True,,,,,
