Graph Id,Source Function,Node Description,Cardinality,Node Id,Node BCI,head
48112,"example_ftest25",39|If,2,39,21,B4,"[B6, B7][null]","[x(37|LoopExit)][null]"
48112,"example_ftest25",21|If,2,21,12,B2,"[x(18|LoopExit)][null]","[B3, B4, B6, B7, B5][null]"
