Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47736,example_ftest48a,75|IntegerSwitch,19,9,B2,True
47736,example_ftest48a,75|If,67,55,B10,True
50587,example_ftest48b,75|IntegerSwitch,19,9,B2,True
50587,example_ftest48b,75|If,75,66,B11,True
Summary:,True,,,,,
