Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47742,example_ftest34,10|If,21,13,B2,True
47742,example_ftest34,10|If,14,8,B1,True
47742,example_ftest34,10|If,10,3,B0,True
Summary:,True,,,,,
