Graph Id,Source Function,Node Description,Node Id,Node BCI,head
48118,"example_ftest19",45|If,45,25,B5,"[B6, B7]","[B8, B9]"
48118,"example_ftest19",31|If,31,16,B3,"[B4, B5, B6, B7, B8, B9, B10, B11]","x(28|LoopExit)"
