Graph Id,Source Function,Node Description,Node Id,Node BCI,head
47808,"example_ftest45",61|If,61,77,B7,"[B8, B9]","[B10, B11]"
47808,"example_ftest45",4|IntegerSwitch,4,1,B0,"[B1, B2]","[B16, B17]","[B14, B15]","[B5, B6]","[B3, B4]"
