Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47976,example_ftest45,4|If,61,77,B7,True
47976,example_ftest45,4|IntegerSwitch,4,1,B0,True
Summary:,True,,,,,
