Graph Id,Source Function,Node Description,Cardinality,Node Id,Node BCI,head
905,"nextSetBit",17|If,2,17,-9999,B0,"[B7][null]","[B1, B2, B6, B3, B5, B4][null]"
908,"ensureCapacity",9|If,2,9,-9999,B0,"[B1][null]","[B2][null]"
925,"sub",10|If,2,10,-9999,B0,"[B1][null]","[B2][null]"
930,"addFirst",22|If,2,22,-9999,B0,"[B1][null]","[B2][null]"
935,"grow",15|If,2,15,-9999,B0,"[B1][null]","[B2][null]"
935,"grow",47|If,2,47,-9999,B4,"[B5][null]","[B6][null]"
935,"grow",40|If,2,40,-9999,B3,"[B7][null]","[B4, B5, B6][null]"
937,"findWithCollision",35|If,2,35,-9999,B2,"[B3][null]","[x(32|LoopExit)][null]"
937,"findWithCollision",26|If,2,26,-9999,B1,"[x(22|LoopExit)][null]","[B2, B3, B4][null]"
972,"advance",38|If,2,38,-9999,B2,"[B3][null]","[x(35|LoopExit)][null]"
972,"advance",15|If,2,15,-9999,B0,"[B5][null]","[B1, B2, B3, B4][null]"
977,"equals",47|If,2,47,-9999,B3,"[B4][null]","[x(44|LoopExit)][null]"
977,"equals",36|If,2,36,-9999,B2,"[x(33|LoopExit)][null]","[B3, B4, B5][null]"
977,"equals",22|If,2,22,-9999,B0,"[B7][null]","[B1, B2, B6, B3, B4, B5][null]"
984,"recalculateWordsInUse",30|If,2,30,-9999,B3,"[B4][null]","[x(26|LoopExit)][null]"
984,"recalculateWordsInUse",19|If,2,19,-9999,B1,"[x(16|LoopExit)][null]","[B3, B4, B5][null]"
987,"expandTo",10|If,2,10,-9999,B0,"[B1][null]","[B2][null]"
992,"remove",39|If,2,39,-9999,B3,"[B4][null]","[x(35|LoopExit)][null]"
992,"remove",26|If,2,26,-9999,B1,"[B6][null]","[B2, B3, B4, B5][null]"
992,"remove",15|If,2,15,-9999,B0,"[B7][null]","[B1, B6, B2, B3, B4, B5][null]"
992,"remove",109|If,2,109,-9999,B12,"[B13][null]","[x(106|LoopExit)][null]"
992,"remove",96|If,2,96,-9999,B10,"[x(94|LoopExit)][null]","[B12, B13, B14][null]"
992,"remove",81|If,2,81,-9999,B8,"[B15][null]","[B9, B10, B11, B12, B13, B14][null]"
999,"match",40|If,2,40,-9999,B2,"[B4][null]","[x(34|LoopExit)][null]"
999,"match",21|If,2,21,-9999,B1,"[x(16|LoopExit)][null]","[B2, B4, B3][null]"
999,"match",49|If,2,49,-9999,B6,"[B7][null]","[B8][null]"
999,"match",78|If,2,78,-9999,B12,"[B13][null]","[x(75|LoopExit)][null]"
