Graph Id,Source Function,Node Description,Node Id,Node BCI,head
47831,"example_ftest47",54|If,54,98,B5,"[B6, B7]","[B8, B9]"
47831,"example_ftest47",4|IntegerSwitch,4,1,B0,"[B1, B2]","[B14]","[B12, B13]","[B3]"
