Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47942,example_ftest51,8|IntegerSwitch,8,6,B1,True
47942,example_ftest51,8|If,7,2,B0,True
Summary:,True,,,,,
