Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47840,example_ftest60,20|IntegerSwitch,44,43,B4,True
47840,example_ftest60,20|IntegerSwitch,20,9,B2,True
Summary:,True,,,,,
