Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47789,example_ftest46,4|If,64,76,B7,True
47789,example_ftest46,4|IntegerSwitch,4,1,B0,True
Summary:,True,,,,,
