Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
48149,example_ftest28,22|If,55,33,B7,True
48149,example_ftest28,22|If,40,21,B4,True
48149,example_ftest28,22|If,22,12,B2,True
Summary:,True,,,,,
