Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47846,example_ftest68,48|If,48,44,B5,True
47846,example_ftest68,48|IntegerSwitch,24,14,B3,True
47846,example_ftest68,48|If,23,10,B2,True
Summary:,True,,,,,
