Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
48099,example_ftest22,13|If,53,37,B8,True
48099,example_ftest22,13|If,23,13,B3,True
48099,example_ftest22,13|If,13,6,B1,True
Summary:,True,,,,,
