Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47880,example_ftest56,8|If,59,73,B8,True
47880,example_ftest56,8|If,36,106,B14,True
47880,example_ftest56,8|IntegerSwitch,8,6,B1,True
47880,example_ftest56,8|If,7,2,B0,True
Summary:,True,,,,,
