Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
48009,example_ftest31,22|If,56,42,B8,True
48009,example_ftest31,22|If,40,21,B4,True
48009,example_ftest31,22|If,22,12,B2,True
Summary:,True,,,,,
