Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47989,example_ftest15,8|If,12,7,B1,True
47989,example_ftest15,8|If,43,30,B8,True
47989,example_ftest15,8|If,8,2,B0,True
Summary:,True,,,,,
