Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
48015,example_ftest39,11|If,60,68,B13,True
48015,example_ftest39,11|IntegerSwitch,13,12,B2,True
48015,example_ftest39,11|If,11,7,B0,True
Summary:,True,,,,,
