Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47768,example_ftest17,21|If,52,39,B4,True
47768,example_ftest17,21|If,28,74,B11,True
47768,example_ftest17,21|IntegerSwitch,21,9,B2,True
Summary:,True,,,,,
