Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
47987,example_ftest50,8|IntegerSwitch,8,6,B1,True
47987,example_ftest50,8|If,7,2,B0,True
Summary:,True,,,,,
