Graph Id,Source Function,Node Description,Cardinality,Node Id,Node BCI,head
48056,"example_ftest20",42|If,2,42,22,B5,"[B6, B7][null]","[x(39|LoopExit)][null]"
48056,"example_ftest20",19|If,2,19,8,B2,"[x(16|LoopExit)][null]","[B3, B4, B5, B6, B7, B8, B9][null]"
